3526010001,3526010,TAJUNGAN
3526010002,3526010,GILI BARAT
3526010003,3526010,BANYU AJUH
3526010004,3526010,KAMAL
3526010005,3526010,TANJUNG JATI
3526010007,3526010,GILI TIMUR
3526010008,3526010,GILI ANYAR
3526010009,3526010,TELLANG
3526010010,3526010,PENDABAH
3526020002,3526020,PANGPONG
3526020003,3526020,SUKOLILO BARAT
3526020004,3526020,SUKOLILO TIMUR
3526020005,3526020,BUNAJIH
3526020006,3526020,BRINGIN
3526020007,3526020,BA'ENGAS
3526020008,3526020,MORKEPEK
3526020009,3526020,LABANG
3526020010,3526020,JUKONG
3526020011,3526020,SENDANG LAOK
3526020012,3526020,SENDANG DAJAH
3526020013,3526020,PETAPAN
3526030002,3526030,KWANYAR BARAT
3526030003,3526030,PASANGGRAHAN
3526030004,3526030,KARANGANYAR
3526030005,3526030,BATAH BARAT
3526030006,3526030,BATAH TIMUR
3526030008,3526030,PANDANAN
3526030009,3526030,KARANG ENTANG
3526030010,3526030,JANTEH
3526030012,3526030,KETETANG
3526030013,3526030,MOROMBUH
3526030014,3526030,SUMUR KUNING
3526030015,3526030,PAORAN
3526040001,3526040,PANGPAJUNG
3526040002,3526040,PATEREMAN
3526040003,3526040,KOLLA
3526040004,3526040,PAENG
3526040005,3526040,NEROH
3526040006,3526040,SERABI TIMUR
3526040007,3526040,SERABI BARAT
3526040008,3526040,PATENGTENG
3526040009,3526040,LANGPANGGANG
3526040010,3526040,SUWAAN
3526040011,3526040,MODUNG
3526040012,3526040,BRAKAS DAJAH
3526040013,3526040,KARANGANYAR
3526040014,3526040,MANGGAAN
3526040015,3526040,GLISGIS
3526040016,3526040,PAKONG
3526040017,3526040,ALASKOKON
3526050001,3526050,GIGIR
3526050002,3526050,KO'OLAN
3526050003,3526050,PANGERAN GEDUNGAN
3526050004,3526050,PANJALINAN
3526050005,3526050,ROSEP
3526050006,3526050,KAMPAO
3526050007,3526050,LOMBANG LAOK
3526050008,3526050,LOMBANG DAYA
3526050009,3526050,KARPOTE
3526050010,3526050,BLEGAOLOH
3526050011,3526050,KARANG GAYAM
3526050012,3526050,LOMAER
3526050013,3526050,BATES
3526050014,3526050,KARANG PANASAN
3526050015,3526050,KARANGNANGKA
3526050016,3526050,BLEGA
3526050017,3526050,NYOR MANIS
3526050018,3526050,ALASRAJA
3526050019,3526050,KAJAN
3526060001,3526060,GALIS DAJAH
3526060002,3526060,DURIN BARAT
3526060003,3526060,KANEGARAH
3526060004,3526060,BATOKABAN
3526060005,3526060,DURIN TIMUR
3526060006,3526060,PAKES
3526060007,3526060,BANDUNG
3526060008,3526060,KONANG
3526060009,3526060,SENASEN
3526060010,3526060,CAMPOR
3526060011,3526060,SAMBIYAN
3526060012,3526060,CANGKARMAN
3526070001,3526070,PEKADAN
3526070002,3526070,KAJUANAK
3526070003,3526070,PATERONGAN
3526070004,3526070,GALIS
3526070005,3526070,PAKA'AN LAOK
3526070006,3526070,KRANGGAN TIMUR
3526070007,3526070,SEPARAH
3526070008,3526070,PAKA'AN DAYA
3526070009,3526070,LONGKEK
3526070010,3526070,BANYUBUNIH
3526070011,3526070,DALEMAN
3526070012,3526070,TELLOK
3526070013,3526070,BLATERAN
3526070015,3526070,TLAGAH
3526070016,3526070,LANTEK TIMUR
3526070017,3526070,LANTEK BARAT
3526070018,3526070,BANJAR
3526070019,3526070,BANGPENDAH
3526070020,3526070,SADAH
3526070021,3526070,SORPA
3526080001,3526080,PACENTAN
3526080002,3526080,BAIPAJUNG
3526080003,3526080,TANAH MERAH LAOK
3526080004,3526080,KRANGGAN BARAT
3526080005,3526080,PANGELEYAN
3526080006,3526080,PADURUNGAN
3526080007,3526080,PETRAH
3526080008,3526080,TANAH MERAH DAJAH
3526080009,3526080,DUMAJAH
3526080010,3526080,PATEMON
3526080011,3526080,TLOMAR
3526080012,3526080,KENDABAN
3526080013,3526080,JANGKAR
3526080014,3526080,PETTONG
3526080015,3526080,LANDAK
3526080016,3526080,RONGDURIN
3526080017,3526080,BATANGAN
3526080018,3526080,DLAMBAH DAJAH
3526080019,3526080,DLAMBA LAOK
3526080020,3526080,MRECAH
3526080021,3526080,BUDDAN
3526080022,3526080,POTER
3526080023,3526080,BASANAH
3526090001,3526090,ALANG ALANG
3526090002,3526090,KEMONENG
3526090003,3526090,SOKET LAOK
3526090004,3526090,BAJEMAN
3526090005,3526090,TAMBIN
3526090006,3526090,SOKET DAYA
3526090008,3526090,JAAH
3526090009,3526090,BANCANG
3526090010,3526090,MASARAN
3526090011,3526090,PACANGAN
3526090012,3526090,POCONG
3526090013,3526090,TRAGAH
3526090014,3526090,KARANG LEMAN
3526090015,3526090,DUKOTAMBIN
3526090016,3526090,JADDUNG
3526090017,3526090,BANYU BESE
3526090018,3526090,PAMORAH
3526100001,3526100,JUNGANYAR
3526100002,3526100,SOCAH
3526100004,3526100,JADDIH
3526100005,3526100,SANGGRA AGUNG
3526100006,3526100,PARSEH
3526100007,3526100,BILAPORAH
3526100008,3526100,KELEYAN
3526100009,3526100,PETAONAN
3526100010,3526100,DAKIRING
3526100011,3526100,PERNAJUH
3526110001,3526110,UJUNG PIRING
3526110002,3526110,SEMBILANGAN
3526110003,3526110,KRAMAT
3526110004,3526110,MERTAJASAH
3526110005,3526110,MLAJAH
3526110006,3526110,KEMAYORAN
3526110007,3526110,PANGERANAN
3526110008,3526110,DEMANGAN
3526110009,3526110,KRATON
3526110010,3526110,PEJAGAN
3526110011,3526110,BANCARAN
3526110012,3526110,SABIYAN
3526110013,3526110,GEBANG
3526120001,3526120,JAMBU
3526120002,3526120,LANGKAP
3526120004,3526120,BENANGKAH
3526120005,3526120,ALAS KEMBANG
3526120006,3526120,BINOH
3526120008,3526120,PANGOLANGAN
3526120009,3526120,SOBIH
3526120010,3526120,TONJUNG
3526120011,3526120,KAPOR
3526120012,3526120,AROK
3526130001,3526130,PANDAN LANJANG
3526130002,3526130,BATONAONG
3526130003,3526130,GLAGGA
3526130004,3526130,OMBUL
3526130005,3526130,BALUNG
3526130006,3526130,LAJING
3526130008,3526130,AROSBAYA
3526130009,3526130,KARANG DUWAK
3526130011,3526130,MANGKON
3526130013,3526130,CENDAGAH
3526130014,3526130,KARANG PAO
3526130015,3526130,MAKAM AGUNG
3526130016,3526130,PLAKARAN
3526130017,3526130,BUDURAN
3526130018,3526130,TAMBEGAN
3526140001,3526140,TOGUBANG
3526140002,3526140,LERPAK
3526140004,3526140,BATOBELLA
3526140005,3526140,TEGERPRIYAH
3526140006,3526140,CAMPOR
3526140007,3526140,KOMPOL
3526140008,3526140,KAMPAK
3526140009,3526140,KOMBANGAN
3526140010,3526140,DABUNG
3526140011,3526140,KATOL BARAT
3526140012,3526140,BANYONENG LAOK
3526140013,3526140,BANYONENG DAJAH
3526150002,3526150,AMPARAAN
3526150003,3526150,KOKOP
3526150004,3526150,TLOKOH
3526150005,3526150,DURJAN
3526150006,3526150,MANO'AN
3526150007,3526150,MANDUNG
3526150008,3526150,BANDANG LAOK
3526150009,3526150,TRAMOK
3526150010,3526150,KATOL TIMUR
3526150011,3526150,BANDA SOLEH
3526150012,3526150,DUPOK
3526150013,3526150,BATOKOROGAN
3526160001,3526160,PLANGGIRAN
3526160002,3526160,TAGUNGGUH
3526160003,3526160,BANDANG DAYA
3526160005,3526160,LARANGAN TIMUR
3526160006,3526160,TAMBAK POCOK
3526160007,3526160,BUMI ANYAR
3526160008,3526160,PASESEH
3526160009,3526160,TELAGA BIRU
3526160010,3526160,TANJUNG BUMI
3526160011,3526160,MACAJAH
3526160012,3526160,TLANGOH
3526160013,3526160,BANYU SANGKAH
3526160014,3526160,AENGTABAR
3526170001,3526170,KLAPAYAN
3526170002,3526170,BANGSEREH
3526170004,3526170,SAPLASAH
3526170005,3526170,GUNELAP
3526170006,3526170,TANAGURA TIMUR
3526170007,3526170,TANAGURA BARAT
3526170008,3526170,BANYIOR
3526170009,3526170,KLABETAN
3526170010,3526170,GANGSEYAN
3526170011,3526170,MANERON
3526170013,3526170,PRANCAK
3526170014,3526170,LABUHAN
3526170015,3526170,LEMBUNG PASESER
3526180001,3526180,TOLBUK
3526180002,3526180,RA'AS
3526180003,3526180,MUARAH
3526180004,3526180,POLONGAN
3526180005,3526180,KARANG ASEM
3526180006,3526180,BANTEAN
3526180007,3526180,BRAGANG
3526180008,3526180,LERGUNONG
3526180009,3526180,PANYAKSAGAN
3526180010,3526180,LARANGAN GLINTONG
3526180011,3526180,MANONGGAL
3526180012,3526180,LARANGAN SORJAN
3526180013,3526180,TENGGUN DAYA
3526180015,3526180,TROGAN
3526180016,3526180,KO'OL
3526180017,3526180,TOBADDUNG
3526180018,3526180,MRANDUNG
3526180019,3526180,BULUK AGUNG
3526180020,3526180,BATOR
3526180021,3526180,KLAMPIS BARAT
3526180022,3526180,KLAMPIS TIMUR
3527010001,3527010,NOREH
3527010002,3527010,LABUHAN
3527010003,3527010,TAMAN
